Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
hakodateyama,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hakodateyama/,691,0.6,1.2,1.2,,0,0,,,4800,0,3500,Japanese Yen,1.5,1.8,3.6,,,,,,,,,,,,,,,,,,0,,,,
hakuba-47goryu,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hakuba-47goryu/,1676,12.1,7.7,3.9,,,,,,5000,4000,2700,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
hakusan-chugu-onsen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hakusan-chugu-onsen/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hakusan-ichirino-onsen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hakusan-ichirino-onsen/,1050,8,8,4,,,,,,4000,0,3000,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
hakusan-sena-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hakusan-sena-kogen/,1110,3,9,3,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hakusan-shiramine-onsen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hakusan-shiramine-onsen/,900,2,2,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
halblech,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/halblech/,1000,2,1,0,,,,0,,25.5,23,18.5,European Euro,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
halde-westerheim,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/halde-westerheim/,820,2,0,0,,,,0,,16,0,13,European Euro,1,1,1,1,3,5,1,4,4,4,2,1,1,3,4,1,1,3,,,,,,,
haldenkoepfle,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/haldenkoepfle/,1265,2.6,2.7,0,,,,0,,26,0,16,European Euro,1.7,1.7,1.5,,,,,,,,,,,,,,,,,0,,,,,
haldigrat,Europe,Switzerland,Central Switzerland,http://www.skiresort.info/ski-resort/haldigrat/,1937,,,,,,0,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
halifax-ski-centre,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/halifax-ski-centre/,290,0.2,0,0,,,,0,,24,0,18,UK Pound,1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
hallingskarvet,Europe,Norway,Buskerud,http://www.skiresort.info/ski-resort/hallingskarvet/,1244,3,7,4,,,,,,370,0,300,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,
hallstabacken-sollefteaa,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/hallstabacken-sollefteaa/,330,3,2,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hallstatt,Europe,Austria,Upper Austria (Oberosterreich),http://www.skiresort.info/ski-resort/hallstatt/,580,0.3,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hamamasu-sonmin,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/hamamasu-sonmin/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hameau-des-bossons,Europe,France,,http://www.skiresort.info/ski-resort/hameau-des-bossons/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hammarbybacken-stockholm,Europe,Sweden,Central Sweden,http://www.skiresort.info/ski-resort/hammarbybacken-stockholm/,95,1.5,0.5,0,,,,0,0,225,0,185,Swedish krona,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
hammerbodenlift-grossreifling-landl,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/hammerbodenlift-grossreifling-landl/,520,0.4,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
hamry-bystre,Europe,Czech Republic,Pardubice Region (Pardubicky kraj),http://www.skiresort.info/ski-resort/hamry-bystre/,615,0.4,0,0,,,,0,,250,0,200,Czech koruna,1.1,1,1.4,,,,,,,,,,,,,,,,,0,,,,,
hanagasa-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hanagasa-kogen/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hanamiyama,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hanamiyama/,1000,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hanawa-kazuno,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hanawa-kazuno/,727,1.2,0.9,0.9,,,0,,,3000,0,2400,Japanese Yen,1.5,1.9,3,,,,,,,,,,,,,,,,,,,,,,
hanmer-springs,Australia and Oceania,New Zealand,South Island,http://www.skiresort.info/ski-resort/hanmer-springs/,1769,1,4,3,,,,,,60,50,30,New Zealand Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
hansberg-st-johann-am-wimberg,Europe,Austria,Upper Austria (Oberosterreich),http://www.skiresort.info/ski-resort/hansberg-st-johann-am-wimberg/,850,0.5,0.5,0,,,,0,0,19.9,0,11.5,European Euro,1.3,1.3,1.4,,,,,,,,,,,,,,,,,0,,,,,
hanslmuehle-mauern,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/hanslmuehle-mauern/,460,0.7,0.3,0,,,,0,,0,0,0,-,1,2,1,1,2,4,1,3,3,3,2,1,1,3,3,1,1,1,,,,,,,
hanson-hills,North America,USA,Michigan,http://www.skiresort.info/ski-resort/hanson-hills/,390,0.8,0.2,0,,,,,,30,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
hapfere-plaffeien,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/hapfere-plaffeien/,935,1,0,0,,,,,,20,0,17,Swiss Franc,,,,,,,,,,,,,,,,,,,,,,,,,
happo-one-hakuba,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/happo-one-hakuba/,1831,16,26,10,,0,0,,,5200,0,3000,Japanese Yen,3.3,3.6,3.3,,,,,,,,,,,,,,,,,,,,,,
harayama-shimin,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/harayama-shimin/,0,,,,,,,,,3000,0,0,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
harbecke,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/harbecke/,425,0.4,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
hardenbergmoellsiepen-meinerzhagen,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/hardenbergmoellsiepen-meinerzhagen/,486,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
harenda,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),http://www.skiresort.info/ski-resort/harenda/,997,2.1,1,0.9,,,0,0,,95,0,90,Polish zloty,1,3,3,3,4,3,2,4,3,3,3,2,1,2,3,2,2,1,,0,0,,,,
harghita-bai,Europe,Romania,Harghita,http://www.skiresort.info/ski-resort/harghita-bai/,1671,5.5,1,0.5,,,,0,,0,0,0,-,1.9,2.1,1.4,,,,,,,,,,,,,,,,,0,,,,,
harpefossen,Europe,Norway,Western Norway (Vestlandet),http://www.skiresort.info/ski-resort/harpefossen/,777,8,5,1,,,,,,360,0,285,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,
harper-mountain,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/harper-mountain/,1520,5,10,5,,,0,0,,44.76,0,28.57,Canadian Dollar,2.4,2.8,2.7,,,,,,,,,,,,,,,,,0,,,,,
harris-mountains,Australia and Oceania,New Zealand,South Island,http://www.skiresort.info/ski-resort/harris-mountains/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,
hart-highlands-prince-george,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/hart-highlands-prince-george/,760,1,0,0,,,,0,,0,0,0,-,1.3,1,1.4,,,,,,,,,,,,,,,,,0,,,,,
hart-nusplingen,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/hart-nusplingen/,920,0.3,0,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
hartenrod,Europe,Germany,Hesse (Hessen),http://www.skiresort.info/ski-resort/hartenrod/,496,0.7,0,0,,,,0,,13,10.5,5,European Euro,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
hartman,Europe,Czech Republic,Hradec Kralove Region (Kralovehradecky kraj),http://www.skiresort.info/ski-resort/hartman/,711,1,0.6,0.5,,,,,,320,0,260,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
hartmanice,Europe,Czech Republic,Plzen Region (Plzensky kraj),http://www.skiresort.info/ski-resort/hartmanice/,870,1,0.7,0,,,,,,360,0,280,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
hartmannsdorf,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/hartmannsdorf/,405,0.4,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
harusak-nove-mesto-na-morave,Europe,Czech Republic,Vysocina Region (Kraj Vysocina),http://www.skiresort.info/ski-resort/harusak-nove-mesto-na-morave/,734,0.5,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
hasamaeki,Europe,Finland,East Finland (Pohjois- ja Ita-Suomi),http://www.skiresort.info/ski-resort/hasamaeki/,160,1.6,0,0,,,,0,,27,0,23,European Euro,1.3,1,1.4,,,,,,,,,,,,,,,,,0,,,,,
hasenhorn-todtnau,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/hasenhorn-todtnau/,1026,0,1,0,,,0,,,26,0,17,European Euro,1.3,1,3,,,,,,,,,,,,,,,,,,,,,,
hasenleite-ortlesbrunn,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/hasenleite-ortlesbrunn/,520,0.4,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
hassela,Europe,Sweden,Central Sweden,http://www.skiresort.info/ski-resort/hassela/,450,10.2,4.9,0.9,,,,0,,345,0,295,Swedish krona,2.3,2.5,1.5,,,,,,,,,,,,,,,,,,0,,,,
hasselkopf-braunlage,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/hasselkopf-braunlage/,606,0.5,0,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
hasslach-teuschnitz,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/hasslach-teuschnitz/,650,0.3,0,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
hasuike,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hasuike/,1597,1.5,0.7,0,,,0,,,5000,4200,2500,Japanese Yen,1.3,1.3,4.2,,,,,,,,,,,,,,,,,,,,,,
hatoriko,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/hatoriko/,1270,,,,,,,,,4300,0,2500,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
hatsvali-mestia,Asia,Georgia,Samegrelo-Zemo Svaneti,http://www.skiresort.info/ski-resort/hatsvali-mestia/,2348,0.5,0.6,4.5,,,0,0,,40,0,25,Georgian Lari,1.7,1.9,3.4,,,,,,,,,,,,,,,,,,,,,,
hattingen,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),http://www.skiresort.info/ski-resort/hattingen/,205,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
hatzesberg-ruderting,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/hatzesberg-ruderting/,412,0.2,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
hauereck-st-kathrein-am-hauenstein,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/hauereck-st-kathrein-am-hauenstein/,1305,2,2,1,,,0,0,0,30,28,17,European Euro,1.7,2,3.8,,,,,,,,,,,,,,,,,0,,,,,
haukelifjell-skisenter,Europe,Norway,Telemark,http://www.skiresort.info/ski-resort/haukelifjell-skisenter/,1215,6,5,2,,,,,0,395,0,310,Norwegian krone,,,,,,,,,,,,,,,,,,,,,,,,,
hausberglift-waidring,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/hausberglift-waidring/,900,1.5,0,0,,,,0,,27,0,14,European Euro,1,1,1,3,4,3,1,4,4,3,2,2,2,3,4,1,3,4,,0,,,,,
